,id,x,y,unique_squirrel_id,shift,date,age,primary_fur_color,location,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from
541,542,-73.9713487591577,40.7784353043714,15C-PM-1017-03,PM,10172018,Adult,Black,Above Ground,running across overpass,True,False,False,False,False,,False,False,False,False,False,False,True,False
542,543,-73.9701310753277,40.776800100808295,14E-AM-1008-06,AM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
543,544,-73.9718474480919,40.7794963354254,16B-AM-1014-01,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
544,545,-73.97568104536059,40.7756257458036,11A-PM-1013-01,PM,10132018,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,eating (osage orange),False,False,False,False,False,False,True,False
545,546,-73.9547423290276,40.7899702628835,33I-PM-1006-09,PM,10062018,Adult,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
546,547,-73.9559677963727,40.7951124076946,38E-AM-1010-07,AM,10102018,Adult,Gray,Above Ground,branches,True,False,False,False,False,chasing and being chased by #6,False,False,False,False,True,False,False,True
547,548,-73.95846960832841,40.7980121226635,39B-PM-1014-03,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
548,549,-73.9549082481152,40.7933537584624,36G-PM-1012-01,PM,10122018,Adult,Gray,Ground Plane,,False,False,False,False,False,crossing east drive,False,False,False,False,False,False,False,False
549,550,-73.9714465493257,40.7772135587308,14C-PM-1006-02,PM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,True
550,551,-73.9643825381614,40.7815445841195,21F-PM-1018-03,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
551,552,-73.9625416200877,40.7811302397912,21H-AM-1017-02,AM,10172018,Adult,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
552,553,-73.9638526062093,40.782693848993,22F-AM-1007-02,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,False,standing,False,False,False,False,False,False,True,False
553,554,-73.97335194581801,40.768814796037,5G-PM-1010-03,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
554,555,-73.9685227310735,40.776599466588,15F-AM-1007-02,AM,10072018,Adult,Gray,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,False,True
555,556,-73.9721670042434,40.776085913838,13D-PM-1018-09,PM,10182018,Adult,Gray,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False
556,557,-73.97921538931459,40.7688272492961,3B-AM-1010-01,AM,10102018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
557,558,-73.95793352754859,40.7953080673706,37D-PM-1014-05,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
558,559,-73.9704166194815,40.7766720346576,14E-AM-1008-07,AM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,walking,False,False,False,False,False,False,True,False
559,560,-73.9573057686241,40.7985734105729,40B-PM-1014-01,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
560,561,-73.95819824864691,40.7992194575293,41A-PM-1007-03,PM,10072018,Adult,Gray,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,False,False
561,562,-73.972467515471,40.7659131865172,3I-PM-1013-05,PM,10132018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
562,563,-73.97003307121192,40.778291392572704,16D-PM-1010-06,PM,10102018,Adult,Gray,Ground Plane,,True,False,False,False,True,walking,False,False,False,False,False,False,False,False
563,564,-73.95700862122851,40.7946679755816,37E-PM-1006-08,PM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
564,565,-73.9615402629655,40.7924082330328,33C-AM-1012-02,AM,10122018,Adult,Gray,Above Ground,tree branches,False,False,True,False,False,,False,False,False,False,False,False,True,False
565,566,-73.9708364583591,40.772369158743295,10F-AM-1007-01,AM,10072018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,True,False,False,False,False
566,567,-73.9756972647636,40.773624164826,9B-PM-1013-04,PM,10132018,Juvenile,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,True,False
567,568,-73.97994414934041,40.767149999752704,1C-AM-1012-01,AM,10122018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
568,569,-73.9709040623777,40.7701163892686,7H-PM-1006-03,PM,10062018,Adult,Gray,Above Ground,tree,True,False,True,False,False,,False,False,False,True,False,False,True,False
569,570,-73.9745227769788,40.7673618284782,3F-AM-1006-09,AM,10062018,Juvenile,Gray,Ground Plane,in grass by light post,False,False,False,False,True,,False,False,False,False,False,False,True,False
570,571,-73.9659549963516,40.7833659689194,22D-PM-1012-05,PM,10122018,Adult,Gray,,,False,False,False,True,False,,False,False,False,False,False,False,True,False
571,572,-73.97636222692721,40.7704671295941,5C-PM-1010-10,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
572,573,-73.9674688433583,40.7789728381912,17E-AM-1017-06,AM,10172018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
573,574,-73.97063600052749,40.7717074044466,9G-PM-1007-05,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
574,575,-73.9783366903829,40.7668300056094,1D-PM-1007-03,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,True,False
575,576,-73.96220476777009,40.7945126358465,35A-AM-1014-06,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,True,False
576,577,-73.9497217674555,40.796517007214,42I-PM-1014-03,PM,10142018,,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
577,578,-73.9671306431211,40.783887015905705,22C-PM-1006-05,PM,10062018,Juvenile,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
578,579,-73.9786714207307,40.769687080622894,4B-PM-1018-01,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
579,580,-73.97509925643621,40.7743391883762,10B-PM-1014-03,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
580,581,-73.9556218199258,40.7980460204041,41D-PM-1014-01,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,False,"digging,drinking",False,False,False,False,False,False,False,True
581,582,-73.9677779408464,40.78674822113489,25A-AM-1013-02,AM,10132018,,Gray,Above Ground,BIG TREE,False,False,False,False,False,chasing #3,False,False,False,True,False,False,True,False
582,583,-73.9612398509782,40.7950033150385,35A-PM-1013-12,PM,10132018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
583,584,-73.9720553753548,40.7664488175384,3I-AM-1010-04,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
584,585,-73.9700148248402,40.778778019335796,16D-PM-1010-04,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
585,586,-73.9789126088606,40.7685079149692,2C-PM-1013-08,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,True,False,False
586,587,-73.9771843912229,40.772366638212496,7B-AM-1008-01,AM,10082018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
587,588,-73.9646597452128,40.7827698220703,22F-AM-1007-07,AM,10072018,Juvenile,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,False
588,589,-73.97826438139,40.7717086090782,6A-AM-1006-04,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,False
589,590,-73.97851333014259,40.77182602883379,6A-PM-1012-05,PM,10122018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
590,591,-73.95433237868879,40.7943086530436,37G-PM-1007-03,PM,10072018,Adult,Gray,Above Ground,,False,False,False,True,False,"lying on belly on branch,eating big nut",False,False,False,False,False,False,False,False
591,592,-73.9712256765283,40.776094287248796,13D-PM-1018-13,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False
592,593,-73.95933528061751,40.7918150568046,33E-AM-1014-02,AM,10142018,Juvenile,Black,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
593,594,-73.9727488640736,40.7781916780621,14B-PM-1014-06,PM,10142018,Juvenile,Gray,Ground Plane,,False,False,False,False,False,watching me,False,False,False,False,False,True,False,False
594,595,-73.9742804552383,40.7707167671865,7E-PM-1013-05,PM,10132018,Adult,Gray,Ground Plane,On rocks,False,False,False,True,True,,False,False,False,False,True,False,True,False
595,596,-73.9769319450348,40.7743883576247,9A-AM-1013-11,AM,10132018,Juvenile,Gray,Ground Plane,foot of tree,True,False,False,False,False,,False,False,False,False,False,False,True,False
596,597,-73.97182708203471,40.77483009912871,11D-AM-1010-06,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
597,598,-73.9698196671161,40.7802972001469,18C-PM-1018-03,PM,10182018,Juvenile,Gray,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,False,True
598,599,-73.95302635524891,40.7920949788358,36I-PM-1007-05,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
599,600,-73.9808202088503,40.7682921842325,1A-PM-1014-02,PM,10142018,Adult,Cinnamon,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
600,601,-73.9522291603405,40.7976985385835,42G-PM-1014-01,PM,10142018,Adult,Gray,Above Ground,,False,False,True,False,True,,False,False,True,False,False,False,False,True
601,602,-73.96857515954851,40.7709413567859,9I-PM-1010-07,PM,10102018,Adult,Gray,Above Ground,ran up tree,True,False,False,False,False,,False,False,False,False,False,False,False,True
602,603,-73.9721592378418,40.776034583573,12C-AM-1013-02,AM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,False,,True,False,False,False,False,False,True,False
603,604,-73.9540908513075,40.794201225045,37G-PM-1007-04,PM,10072018,,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
604,605,-73.9573930079918,40.7934570294469,35E-AM-1020-03,AM,10202018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
605,606,-73.9717580228664,40.7715726159383,8F-PM-1012-01,PM,10122018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
606,607,-73.9547711796823,40.7908540751983,34I-PM-1010-06,PM,10102018,Adult,Gray,,,False,False,False,False,True,,False,False,False,False,True,False,False,False
607,608,-73.95896759955171,40.791311922358396,33E-AM-1014-09,AM,10142018,Juvenile,Black,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,True,False
608,609,-73.9698762023146,40.778205568811295,16D-PM-1010-09,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,False,,True,False,False,False,False,False,True,False
609,610,-73.96715495660659,40.7751342870705,14H-AM-1007-01,AM,10072018,Adult,Gray,Above Ground,top of tree,True,False,False,False,False,jumping between branches,False,False,False,False,False,False,True,False
610,611,-73.9679399097382,40.774281314995704,13H-PM-1010-09,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
611,612,-73.9629420113622,40.789133072717,29C-AM-1007-03,AM,10072018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
612,613,-73.9688466874605,40.77379115598671,12G-PM-1007-05,PM,10072018,,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
613,614,-73.9642411990432,40.7779692777193,18H-PM-1014-03,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False
614,615,-73.96532790698879,40.7758743113817,15I-AM-1008-02,AM,10082018,Adult,Gray,Above Ground,on fence,False,False,False,True,False,,False,False,False,False,False,False,False,True
615,616,-73.9556937218252,40.7990928062435,42C-AM-1007-04,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,False,walking,False,False,False,False,False,False,True,False
616,617,-73.9558809064648,40.795276502224105,38E-PM-1014-03,PM,10142018,,Gray,Ground Plane,THICK UNDERGROWTH,False,False,False,False,True,,False,False,False,False,False,False,True,False
617,618,-73.957976896139,40.797027128241,39C-AM-1017-04,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
618,619,-73.9769887473852,40.7707561532949,5C-PM-1010-04,PM,10102018,Adult,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,True,False
619,620,-73.9655905300923,40.775261463802295,14I-PM-1018-06,PM,10182018,Adult,Cinnamon,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,True,False
620,621,-73.9588886083793,40.7909991733435,32E-PM-1017-01,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
621,622,-73.97548367967059,40.7738879545412,9B-PM-1013-01,PM,10132018,Juvenile,Gray,Ground Plane,,False,False,False,False,False,playing,False,False,False,False,True,False,True,False
622,623,-73.9662939630722,40.7878502338031,26B-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,running across bridle path,True,False,False,False,False,,False,False,False,False,False,False,False,True
623,624,-73.96130519573059,40.7909351393505,31D-AM-1014-02,AM,10142018,Juvenile,Gray,Ground Plane,Undergrowth,False,False,False,False,True,,False,False,False,False,False,False,False,True
624,625,-73.9764235373322,40.770606513989,5C-PM-1010-11,PM,10102018,Adult,Cinnamon,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,False
625,626,-73.97050538215771,40.7787503220242,16C-AM-1014-04,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
626,627,-73.97637911214379,40.770281512254,5D-PM-1018-04,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,False,False,chasing (dog chasing),False,False,False,False,False,False,False,True
627,628,-73.96001657854859,40.795246676183204,36B-PM-1013-03,PM,10132018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,False,True
628,629,-73.95737241332641,40.7980080911115,40C-AM-1017-02,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,False,chasing (#1),False,False,False,False,False,False,False,True
629,630,-73.9580109357087,40.78556544054471,28I-AM-1013-01,AM,10132018,Adult,Gray,Ground Plane,Jumped onto path & then back into brush,False,False,False,False,False,stood on fence,False,False,False,False,False,False,False,True
630,631,-73.95488778301359,40.795015748910295,38F-AM-1018-04,AM,10182018,Adult,Gray,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False
631,632,-73.9767314435027,40.7661199889431,1F-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
632,633,-73.9673243699918,40.787539295772206,26A-AM-1014-01,AM,10142018,,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
633,634,-73.95963759070379,40.79073477083529,32E-AM-1007-05,AM,10072018,Adult,Black,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
634,635,-73.96732355553209,40.7786749596774,17F-PM-1020-04,PM,10202018,Juvenile,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False
635,636,-73.97575361873191,40.775511981067794,11A-PM-1013-03,PM,10132018,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
636,637,-73.96750474803079,40.7789234397249,17E-AM-1017-01,AM,10172018,Adult,Gray,Ground Plane,Pond area,False,False,False,False,True,,False,False,False,False,False,False,True,False
637,638,-73.9562765288004,40.78806179638679,31I-PM-1019-02,PM,10192018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
638,639,-73.9558589529608,40.789240039494096,32H-PM-1006-02,PM,10062018,,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
639,640,-73.97855365291359,40.7716184505002,6A-PM-1012-07,PM,10122018,Adult,Cinnamon,Ground Plane,elevated ground,False,False,False,False,True,,False,False,False,False,False,False,True,False
640,641,-73.97190362174459,40.7803588122409,17A-AM-1017-01,AM,10172018,Adult,Gray,Above Ground,ground & tree,True,False,True,False,True,,False,False,False,False,True,False,False,True
641,642,-73.9568382279233,40.7975685470963,40C-AM-1017-07,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False
642,643,-73.976730206737,40.773709213913996,8A-PM-1014-01,PM,10142018,Adult,Gray,Ground Plane,,False,False,True,True,False,,True,False,False,False,False,False,False,True
643,644,-73.97221256300399,40.776131146585705,13C-PM-1019-05,PM,10192018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,True,True,False
644,645,-73.9758152322587,40.76923774014671,4E-PM-1008-03,PM,10082018,Adult,Gray,,,False,False,False,False,False,chasing #4,False,False,False,False,False,False,False,False
645,646,-73.954092292214,40.7979800395433,41E-PM-1013-05,PM,10132018,Juvenile,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False
646,647,-73.9734762649298,40.7663703404546,3H-AM-1008-05,AM,10082018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,False
647,648,-73.95394000282359,40.79800412717,41E-AM-1007-02,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
648,649,-73.9554891003543,40.7968774599654,40E-AM-1014-03,AM,10142018,Adult,Gray,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,True,False
649,650,-73.98096101171708,40.7683896665502,2A-AM-1010-02,AM,10102018,,Gray,Above Ground,perched on small fence,False,False,False,True,False,,False,False,False,False,True,False,False,True
650,651,-73.9801661903932,40.7697950141751,3A-PM-1017-03,PM,10172018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False
651,652,-73.95700561239529,40.787875606758206,30I-PM-1006-02,PM,10062018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
652,653,-73.97034013856842,40.7795238784266,17C-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,then perched on 2-ft high border fencing,False,False,False,False,True,,False,False,False,False,False,False,False,True
653,654,-73.976769659152,40.7741908010484,9A-AM-1013-04,AM,10132018,Juvenile,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
654,655,-73.9728783802067,40.7731671049246,9E-PM-1014-02,PM,10142018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
655,656,-73.9553726714504,40.798757854112296,41D-AM-1014-02,AM,10142018,Adult,Gray,Above Ground,,False,False,False,False,False,jumping,False,False,False,False,False,False,True,False
656,657,-73.9679008849677,40.7759013923034,14G-AM-1012-02,AM,10122018,,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
657,658,-73.9704575848926,40.7693499326095,7H-PM-1006-09,PM,10062018,Adult,Black,Ground Plane,by tree,False,False,False,True,True,,False,False,False,True,False,True,False,True
658,659,-73.9572686979412,40.796268457326,38D-AM-1017-03,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,False,False
659,660,-73.9638298997554,40.78259663323671,22F-AM-1007-03,AM,10072018,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
660,661,-73.9700759073973,40.7680560871695,5I-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
661,662,-73.9721854790038,40.776108635243794,12C-AM-1013-01,AM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,burying,False,False,False,False,False,False,True,False
662,663,-73.9766440589836,40.7682390282581,3E-AM-1006-02,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,False,True
663,664,-73.9725174868556,40.7664248283566,3H-PM-1014-07,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
664,665,-73.95636612568751,40.796682311450795,39D-AM-1008-03,AM,10082018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
665,666,-73.96870277827259,40.770516261619896,9I-AM-1014-09,AM,10142018,Adult,Gray,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,False,False
666,667,-73.9624538733037,40.7883829851518,28D-AM-1012-04,AM,10122018,Adult,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
667,668,-73.9706903740547,40.7726873760687,10G-AM-1006-07,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False
668,669,-73.98020792598659,40.7678723471007,1B-AM-1012-10,AM,10122018,Juvenile,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
669,670,-73.9602398690946,40.7910157676119,32D-PM-1006-04,PM,10062018,Adult,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,True,False,True,False
670,671,-73.9709244006956,40.7676942639697,5I-AM-1010-02,AM,10102018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
671,672,-73.9588708103486,40.790579407884294,32F-PM-1008-05,PM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
672,673,-73.958417813526,40.792730121447605,34E-PM-1006-01,PM,10062018,Adult,Gray,Above Ground,,False,False,False,False,False,sitting and watching on a tree,False,False,False,False,False,False,True,False
673,674,-73.9779811967788,40.7675178797546,2D-AM-1007-01,AM,10072018,Adult,Gray,Ground Plane,,True,False,True,False,False,,False,False,False,False,False,False,False,False
674,675,-73.9759830650957,40.7683034739069,3E-AM-1006-01,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
675,676,-73.9710207438538,40.7682187144432,5I-AM-1010-05,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False
676,677,-73.97991559660859,40.7698034314993,3A-PM-1017-08,PM,10172018,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
677,678,-73.977447585355,40.769716782800295,4C-PM-1010-11,PM,10102018,Adult,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,False,False
678,679,-73.955018489069,40.7971235333699,40E-PM-1017-02,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
679,680,-73.95640114211221,40.7958097849369,38E-AM-1010-02,AM,10102018,Adult,Gray,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False
680,681,-73.9552880892701,40.7889040503316,32I-AM-1013-04,AM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False
681,682,-73.9651828383592,40.780282094386294,19F-PM-1017-06,PM,10172018,Adult,Gray,Ground Plane,,True,False,True,False,False,,False,False,False,False,True,True,False,False
682,683,-73.97076836215841,40.775981556612294,13E-AM-1017-11,AM,10172018,Adult,Gray,Above Ground,on/in log,True,False,False,False,False,,False,False,False,False,False,False,False,True
683,684,-73.9691057326088,40.7765973509721,14F-PM-1012-07,PM,10122018,Adult,Cinnamon,Ground Plane,,True,False,False,True,True,,False,False,False,False,False,False,True,False
684,685,-73.9658181813014,40.7798160637561,19F-AM-1007-01,AM,10072018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
685,686,-73.9695745672033,40.7791835122147,17D-AM-1008-06,AM,10082018,,,Above Ground,"high in tree, couldn't see it, only heard it",False,False,False,False,False,,True,False,False,False,False,False,False,False
686,687,-73.96369718436651,40.78256385373621,22F-AM-1007-04,AM,10072018,Adult,Cinnamon,,,False,False,False,False,True,,False,False,False,False,False,False,True,False
687,688,-73.95807856006171,40.795798131089704,37C-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
688,689,-73.970595381455,40.7762912142457,13E-PM-1008-05,PM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
689,690,-73.9767949141123,40.774454583585,9A-PM-1010-01,PM,10102018,Adult,,Ground Plane,by large tree in sectioned off area,False,False,True,False,False,i think it climbed the tree when i first saw it.,False,False,False,False,False,False,True,False
690,691,-73.96959649834541,40.7802302192799,18C-PM-1018-08,PM,10182018,Juvenile,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
691,692,-73.9594529310985,40.7840492606552,26I-PM-1010-04,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
692,693,-73.969353372175,40.7838247422369,21A-AM-1019-06,AM,10192018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
693,694,-73.9698032734704,40.7782343912417,16D-AM-1007-02,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
694,695,-73.96850806398729,40.774530979415495,13G-PM-1008-03,PM,10082018,Juvenile,Cinnamon,Above Ground,maple tree,False,False,True,False,False,,False,False,False,False,False,False,True,False
695,696,-73.96560981941491,40.7757643078973,15I-AM-1008-05,AM,10082018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
696,697,-73.97046560040201,40.770112577324795,7H-PM-1006-05,PM,10062018,Adult,Gray,Ground Plane,"Ran across path to eat behind fence, next to the fence.",True,False,False,True,True,,False,False,False,False,True,False,False,True
697,698,-73.95855376683821,40.7903905787005,32F-AM-1012-03,AM,10122018,Adult,Gray,Above Ground,,False,False,True,False,False,bringing green leaves to nest,False,False,False,False,False,False,False,False
698,699,-73.95046935442251,40.797225436004,42H-AM-1019-01,AM,10192018,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
699,700,-73.9691261755936,40.7702929428604,8I-AM-1006-12,AM,10062018,Adult,Gray,Above Ground,tree,False,False,True,False,False,,False,False,False,False,False,False,True,False
700,701,-73.95292302079079,40.7960663442573,40G-PM-1013-06,PM,10132018,Juvenile,Gray,Ground Plane,along the road,False,False,False,True,False,,False,False,False,False,False,False,False,False
701,702,-73.963858549251,40.7808999610914,21G-AM-1014-03,AM,10142018,Adult,Gray,Above Ground,,False,False,False,False,True,,False,False,False,False,True,False,True,False
702,703,-73.95763044737221,40.795981062234205,38D-AM-1017-05,AM,10172018,Adult,Gray,Ground Plane,,True,False,False,True,False,eating (nut),False,False,False,False,False,False,False,True
703,704,-73.97935655643609,40.767925939044794,2C-AM-1010-09,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
704,705,-73.9779228287629,40.7681019683859,3D-PM-1010-01,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
705,706,-73.95701325709341,40.793201415908705,35F-PM-1012-01,PM,10122018,Juvenile,Gray,Ground Plane,,True,False,False,True,True,,False,False,False,True,False,False,True,True
